CID,CD_DESCRICAO
V54,Ocup caminhon traum col veic transp pes onib
V776,Passageiro acid trans
V789,Ocupante NE acid trans
Z561,Mudanca de emprego
D822,Imunodeficiencia c/encurtamento de membros
P362,Septicemia rec-nasc dev Stafilococcus aureus
Z348,Supervisao de outr gravidez normal
Q13,Malformacoes congen camara anterior do olho
W057,Fazenda
K910,Vomitos pos-cirurgia gastrointestinal
Z019,Exame especial NE
C479,Nervos perifericos e sist nervoso autonomo
K763,Infarto do figado
M518,Outr transt espec de discos intervertebrais
G450,Sindr da arteria vertebro-basilar
W559,Local NE
Q443,Estenose estreitamento congen vias biliares
W288,Outr locais espec
B395,Histoplasmose p/Histoplasma duboisii
K403,Hernia inguinal unilat NE c/obstr s/gangrena
D233,Pele de outr partes e de partes NE da face
G735,Miopatia em doenc endocrinas
D77,Outr transt sangue e org hematop doenc COP
L91,Afeccoes hipertroficas da pele
I22,Infarto do miocardio recorrente
G713,Miopatia mitocondrial NCOP
A858,Outr encefalites virais espec
E122,C/compl renais
W816,Areas industriais e em construcao
E052,Tireotoxicose c/bocio toxico multinodular
X175,Areas de comercio e de servicos
W280,Residencia
T873,Neuroma de coto da amput
D357,Outr gland endocrinas espec
B830,Larva migrans visceral
Q628,Outr malformacoes congen do ureter
V812,Colis ou atingido material rodante
C812,Celularidade mista
M091,Artrite juvenil na doenc de Chron
Y006,Areas industriais e em construcao
X384,Rua e estrada
N47,Hipertrofia do prepucio fimose e parafimose
R943,Result anorm estudos funcao cardiovascular
A029,Infecc NE p/salmonela
F950,Tique transitorio
I779,Afeccoes de arterias e arteriolas NE
Y549,Sais minerais NCOP
Y601,Durante infusao ou transfusao
L53,Outr afeccoes eritematosas
J219,Bronquite aguda NE
R00,Anormalidades do batimento cardiaco
D126,Colon NE
Z465,Coloc ajust ileostomia e outr disp intest
T263,Queim de outr partes do olho e anexos
X506,Areas industriais e em construcao
W343,Area p/a pratica de esportes e atletismo
D508,Outr anemias p/defic de ferro
N018,Outr
L433,Liquen plano subagudo
D141,Laringe
X218,Outr locais espec
A779,Febre maculosa NE
M898,Outr transt espec do osso
S41,Ferim do ombro e do braco
T302,Queim de 2.grau parte do corpo NE
L906,Estrias atroficas
M92,Outr osteocondroses juvenis
J45,Asma
Z363,Rastr pre-nat malform ultrass outr meios fis
I863,Varizes da vulva
Q189,Malformacao congen NE da face e do pescoco
R761,Reacao anormal ao teste da tuberculina
X958,Outr locais espec
X805,Areas de comercio e de servicos
Y135,Areas de comercio e de servicos
K122,Celulite e abscesso da boca
S982,Amput traum de dois ou mais artelhos
W682,Escolas outr instit areas admin publica
Q640,Epispadias
J674,Pulmao dos trabalhadores do malte
K760,Degeneracao gordurosa do figado NCOP
P788,Outr transt perinatais espec ap digestivo
Y800,Disp p/fins diagn ou de monitorizacao
X118,Outr locais espec
P728,Outr transt endocr transit espec per neonat
X258,Outr locais espec
Y218,Outr locais espec
W301,Habitacao coletiva
C104,Fenda branquial
Z375,Outr nascimentos mult todos nativivos
F205,Esquizofrenia residual
C187,Colon sigmoide
S823,Frat da extremidade distal da tibia
A251,Estreptobacilose
Z975,Presenca disp anticoncepcional intra-uterino
Z765,Pessoa fingindo ser doente
X421,Habitacao coletiva
X195,Areas de comercio e de servicos
D23,Outr neopl benig da pele
E639,Defic nutricional NE
R590,Aumento volume localiz ganglios linfaticos
R074,Dor toracica NE
I952,Hipotensao dev drogas
Y500,Analepticos
T469,Outr subst e NE que agem essenc s/ap circ
M171,Outr gonartroses prim
P04,Fet rec-nasc infl af noc trans plac leit mat
C96,Outr neopl mal e NE tec linf hematop e corr
O663,Obstr trab parto dev outr anorm do feto
D092,Olho
T482,Outr subst e as NE que atuam sobre musculos
W165,Areas de comercio e de servicos
M121,Doenc de Kashin-Beck
L512,Necrolise epidermica toxica
D681,Defic hereditaria de fator XI
P540,Hematemese neonatal
Z65,Probl relac outr circunstancias psicossoc
N643,Galactorreia nao-assoc ao parto
W931,Habitacao coletiva
R470,Disfasia e afasia
V426,Passageiro acid trans
W194,Rua e estrada
P720,Bocio neonatal NCOP
F450,Transt de somatizacao
W466,Contato com agulha hipodérmica - áreas industriais
J02,Faringite aguda
E751,Outr gangliosidoses
C817,Outr form da doenc de Hodgkin
M704,Bursite pre-patelar
H669,Otite media NE
A83,Encefalite p/virus transm p/mosquitos
L292,Prurido vulvar
K501,Doenc de Crohn do intestino grosso
Y509,Estimulante do sist nervoso central NE
Y521,Antagonistas do calcio
R030,Valor elevado press arter s/diagn hipertens
D553,Anemia dev transt metabolismo nucleotidios
C631,Cordao espermatico
M819,Osteoporose NE
P025,Fet rec-nasc afet outr compr cord umbilical
C55,Neopl malig do utero porcao NE
C881,Doenc de cadeia pesada alfa
Q958,Outr rearranjos e marcadores equilibrados
F45,Transt somatoformes
W00,Queda mesmo nivel envolv gelo e neve
E32,Doenc do timo
H690,Trompa de Eustaquio aberta
Y216,Areas industriais e em construcao
I401,Miocardite isolada
X255,Areas de comercio e de servicos
Z575,Exposic ocupac agentes toxicos outr industr
C931,Leucemia monocitica cronica
H60,Otite externa
E839,Disturbio NE do metabolismo mineral
R798,Outr achados anormais espec exames quim sang
C402,Ossos longos dos membros infer
V337,Pessoa viajando ext veic acid trans
P268,Outr hemorragias pulm orig periodo perinat
Q278,Outr malform congen espec sist vasc perif
H063,Outr transt da orbita em doenc COP
T390,Salicilatos
S01,Ferim da cabeca
T223,Queim 3.grau ombro membr sup exc punho e mao
J154,Pneumonia dev outr estreptococos
X201,Habitacao coletiva
X545,Areas de comercio e de servicos
X129,Local NE
H214,Membranas pupilares
Z125,Exame especial rastr de neoplasia prostata
A165,Pleurisia tuberc s/menc conf bact ou histol
P95,Morte fetal de causa NE
I32,Pericardite em doenc COP
T028,Frat envolv outr combinacoes regioes corpo
J953,Insuf pulmonar cronica pos-cirurgica
E319,Disfuncao poliglandular NE
Z751,Pess esper ser admit estab med adeq out part
F122,Sindr de dependencia
B690,Cisticercose do sist nervoso central
A153,Tuberc pulmonar c/conf p/meio NE
X146,Areas industriais e em construcao
Q83,Malformacoes congen da mama
D638,Anemia em outr doenc COP
K601,Fissura anal cronica
O63,Trabalho de parto prolongado
W068,Outr locais espec
M901,Periostite em outr doenc infecc COP
C53,Neopl malig do colo do utero
X579,Local NE
H477,Transt NE das vias opticas
V162,Ciclista NE em acid n-trans
W309,Local NE
T331,Geladura superf do pescoco
V903,Outr embarcacoes a motor
Q05,Espinha bifida
Q382,Macroglossia
X651,Habitacao coletiva
T915,Sequelas traum org intra-abdominais e pelv
C252,Cauda do pancreas
W33,Rifle espingarda armas fogo de maior tamanho
C39,Neop mal out loc mal def ap resp org intrat
E880,Disturbios metab proteinas plasmaticas NCOP
Y608,Durante prest outr cuidados cirurg e medic
Q170,Pavilhao supranumerario
X001,Habitacao coletiva
S932,Ruptura de ligamentos nivel tornozelo e pe
D801,Hipogamaglobulinemia nao familiar
H492,Paralisia do sexto par
O838,Outr tipos espec de parto unico assistido
J37,Laringite e laringotraqueite cronicas
R681,Sint nao especificos peculiares a infancia
S789,Amput traum do quadril e coxa nivel NE
X885,Areas de comercio e de servicos
O81,Parto unico p/forceps ou vacuo-extrator
Q400,Estenose hipertrofica congen do piloro
L305,Pitiriase alba
Z644,Desacordo c/conselheiros
B674,Infestacao NE p/Echinococcus granulosus
D397,Outr orgaos genitais femin
Q77,Osteocondr c/anom cresc ossos long col vert
J703,Transt pulm interstic cronicos induz p/droga
T188,Corpo estranho outr partes mult ap digestivo
W200,Residencia
R610,Hiperidrose localizada
R822,Biliuria
B760,Ancilostomose
M30,Poliarterite nodosa e afeccoes correlatas
E259,Transt adrenogenital NE
F72,Retardo mental grave
W049,Local NE
V114,Condutor em acid trans
V200,Condutor acid n-trans
S381,Lesao p/esmag outr part NE abdome dorso pelv
E440,Desnutric proteico-calorica moderada
N893,Displasia da vagina NE
A070,Balantidiase
V090,Acid n-trans envolv outr veic motor e NE
C671,Cupula da bexiga
F136,Sindr amnesica
I361,Insuf tricuspide nao-reumatica
P922,Alimentacao vagarosa do recem-nascido
M118,Outr artropatias espec p/deposicao cristais
Z725,Comport sexual de alto risco
Z55,Problemas relac educacao e alfabetizacao
R64,Caquexia
D440,Gland tireoide
Y104,Rua e estrada
B971,Enterovirus como doenc class outr cap
X038,Outr locais espec
A84,Encefalite p/virus transm p/carrapatos
O265,Sindr da hipotensao materna
Z308,Outr proced anticoncepcional
X239,Local NE
A950,Febre amarela silvestre
B269,Caxumba s/complic
Z350,Supervisao gravidez c/historia esterilidade
K458,Outr hernias abdom espec s/obstr ou gangrena
D558,Outr anemias dev transt enzimaticos
C138,Lesao invasiva da orofaringe
V811,Colis veic mot acid trans
Z422,Seguim envolv cirurg plast outr part tronco
Y844,Aspiracao de liquido
H544,Cegueira em um olho
V579,Ocupante NE acid trans
B207,Doenc p/HIV result em infecc mult
H506,Estrabismo mecanico
Q786,Exostoses congen mult
T619,Efeito toxico de frutos do mar NE
A208,Outr form de peste
E215,Transt NE da gland paratireoide
W050,Residencia
X769,Local NE
P232,Pneumonia congen dev estafilococo
J122,Pneumonia dev parainfluenza
V927,Esqui aquatico
X313,Area p/a pratica de esportes e atletismo
Z591,Habitacao inadequada
E801,Porfiria cutanea tard
Q972,Mosaicismo cromoss linh c/div num cromoss X
E849,Fibrose cistica NE
Q901,Trissomia 21 mosaicismo
Z439,Cuidados a orificio artificial NE
Y407,Antibioticos antifungicos admin p/via sistem
K028,Outr caries dentarias
A78,Febre Q
A94,Febre viral transm p/artropodes NE
C155,Terco infer do esofago
X224,Rua e estrada
B430,Cromomicose cutanea
R749,Anormalidade dos niveis enzimas sericas NE
Z437,Cuidados a vagina artificial
V401,Passageiro acid n-trans
K047,Abscesso periapical s/fistula
S600,Contusao de dedos s/lesao da unha
I398,Endocardite de valva NE em doenc COP
W502,Escolas outr instit areas admin publica
W284,Rua e estrada
Y615,Durante cateterismo cardiaco
T87,Complic proprias de reimplante e amput
D136,Pancreas
F641,Travestismo bivalente
N86,Erosao e ectropio do colo do utero
L982,Dermatose neutrofilica febril
X135,Areas de comercio e de servicos
N319,Disfuncao neuromuscular NE da bexiga
B963,H.influenzae como doenc class outr cap
Q200,Tronco arterial comum
F312,Trans afet bip epis atual man c/sint psicot
P830,Esclerema neonatal
H133,Penfigoide ocular
Y180,Residencia
Q623,Outr anom obstr da pelve renal e do ureter
H547,Perda NE da visao
B308,Outr conjuntivites virais
Q622,Megaureter congen
T938,Sequelas de outr traum espec do membro infer
C767,Outr localiz mal definidas
X907,Fazenda
O980,Tuberc complic gravidez parto e puerperio
A26,Erisipeloide
K510,Enterocolite ulcerativa
F680,Sint fisicos aument p/fatores psicologicos
M180,Artrose prim bilat prim artic carpometacarp
F102,Sindr de dependencia
M119,Artropatia p/deposicao de cristais NE
X095,Areas de comercio e de servicos
Y87,Seq lesao autopr inten agress fato int indet
A201,Peste celulocutanea
M841,Ausencia de consolidacao da frat
V935,Caiaque ou canoa
Y244,Rua e estrada
M22,Transt da rotula
W379,Local NE
L922,Granuloma facial
Y261,Habitacao coletiva
R79,Outr achados anormais exames quimicos sangue
X028,Outr locais espec
P52,Hemorragia intracran nao-traum feto rec-nasc
Z480,Cuidados a curativos e suturas cirurgicas
E631,Desequilibrio constituintes ingest alimentos
P072,Imaturidade extrema
O986,Doenc caus protozoar compl grav parto puerp
W801,Habitacao coletiva
P292,Hipertensao neonatal
V541,Passageiro acid n-trans
N31,Disfuncoes neuromusculares da bexiga NCOP
Y207,Fazenda
H509,Estrabismo NE
V34,Ocup tric mot traum col veic transp pes onib
T638,Contato c/outr animais venenosos
M245,Contratura articular
K264,Cronica ou NE c/hemorragia
T929,Sequelas de traum NE do membro super
W818,Outr locais espec
E41,Marasmo nutricional
P03,Fet rec-nasc afet out compl trab parto parto
W178,Outr locais espec
M509,Transt NE de disco cervical
E754,Lipofuscinose neuronal ceroide
Y055,Areas de comercio e de servicos
R852,Nivel anormal outr drog medic subst biolog
Y283,Area p/a pratica de esportes e atletismo
Z40,Cirurgia profilatica
C188,Lesao invasiva do colon
K72,Insuf hepatica NCOP
O011,Mola hidatiforme incompleta ou parcial
X685,Areas de comercio e de servicos
Y264,Rua e estrada
S633,Ruptura traum de ligamentos do punho e carpo
D237,Pele dos membros infer incl o quadril
X105,Areas de comercio e de servicos
S063,Traum cerebral focal
S620,Frat do osso navicular da mao
Y730,Disp p/fins diagn ou de monitorizacao
X161,Habitacao coletiva
F201,Esquizofrenia hebefrenica
D819,Defic imunitarias combinadas NE
V115,Passageiro em acid trans
Z112,Exame especial rastr outr doenc bacter
X20,Contato c/serpentes e lagartos venenosos
S857,Traum de mult vasos sanguineos nivel perna
B350,Tinha da barba e do couro cabeludo
J951,Insuf pulmonar aguda subseq cirurg toracica
M848,Outr transt da continuidade do osso
W393,Area p/a pratica de esportes e atletismo
V38,Ocup tricic motor traum acid transp s/colis
V634,Pessoa ao subir ou descer do veic
V503,Ocupante NE acid n-trans
G030,Meningite nao-piogenica
Q665,Pe chato congen
Y340,Residencia
Q754,Disostose mandibulo-facial
W27,Contato c/ferramentas manuais s/motor
V772,Pessoa viajando ext veic acid n-trans
E784,Outr hiperlipidemias
Z460,Colocacao ajustamento oculos lentes contato
T353,Gelad grau NE torax abd part inf dorso pelve
W608,Outr locais espec
G803,Paralisia cerebral discinetica
N640,Fissura e fistula do mamilo
A421,Actinomicose abdominal
S827,Frat mult da perna
X536,Areas industriais e em construcao
W854,Rua e estrada
L74,Afeccoes das gland sudoriparas ecrinas
K672,Peritonite sifilitica
A402,Septicemia p/Streptococcus do grupo D
Z468,Colocacao e ajustamento outr aparelhos espec
H905,Perda de audicao neuro-sensorial NE
G602,Neuropatia assoc a ataxia hereditaria
X209,Local NE
N765,Ulceracao vaginal
M899,Transt NE do osso
W048,Outr locais espec
H101,Conjuntivite aguda atopica
Z722,Uso de droga
K513,Retossigmoidite ulcerativa
O681,Trab parto e parto compl meconio liq amniot
Z361,Rastr pre-natal taxa elev alfa-fetoproteinas
I208,Outr form de angina pectoris
X881,Habitacao coletiva
O289,Achados anorm rastr antenatal da mae NE
I500,Insuf cardiaca congestiva
G830,Diplegia dos membros super
H814,Vertigem orig central
K25,Ulcera gastrica
S858,Traum de outr vasos sanguineos nivel perna
N016,Doenc de deposito denso
Y46,Drogas anticonvulsiv e antiparkinsonianas
S609,Traum superf NE do punho e da mao
M128,Outr artropatias especificas NCOP
S13,Luxacao entorse distensao artic lig pescoco
O873,Trombose venosa cerebral no puerperio
Y758,Disp diversos incl combinacoes NCOP
V580,Condutor acid n-trans
T366,Rifamicinas
X152,Escolas outr instit areas admin publica
M673,Sinovite transitoria
I634,Infarto cerebral dev embolia arterias cerebr
Q23,Malformacoes congen valvas aortica e mitral
T676,Fadiga transitoria dev calor
W754,Rua e estrada
Z610,Perda de relacao afetiva na infancia
C152,Porcao abdominal do esofago
F59,Sindr comp ass trans func fisio fat fisic NE
T294,Corrosoes mult grau NE
M658,Outr sinovites e tenossinovites
F302,Mania c/sint psicoticos
S275,Traum da traqueia toracica
P721,Hipotireoidismo neonatal transitorio
C030,Gengiva super
X409,Local NE
Z364,Rastr pre-nat ret cresc fet ultr out met fis
D44,Neopl comp incerto/desconh gland endocrinas
T634,Veneno de outr artropodes
V517,Pessoa viajando ext veic acid trans
L508,Outr urticarias
T322,Corrosoes envolv 20-29% da superf corporal
Z570,Exposicao ocupacional ao ruido
Q379,Fenda unilateral do palato c/fenda labial NE
N013,Glomerulonefrite prolifer mesangial difusa
C488,Lesao invasiva tec moles retro- e peritonio
F09,Transt mental organico ou sintomatico NE
V527,Pessoa viajando ext veic acid trans
Z583,Exposicao a poluicao do solo
W862,Escolas outr instit areas admin publica
Q989,Anomalias NE cromoss sexuais fenotipo masc
V505,Condutor acid trans
Y439,Subst farmacologica de acao sistemica NE
T201,Queim de 1.grau da cabeca e pescoco
V091,Acid n-trans NE
C319,Seio da face NE
Y049,Local NE
T883,Hipertermia maligna dev anestesia
D21,Outr neopl benig tec conj e outr tec moles
J67,Pneumonite hipersensibilid dev poeiras org
B583,Toxoplasmose pulmonar
J988,Outr transt respirat espec
N330,Cistite tuberc
C254,Pancreas endocrino
Q513,Utero bicorneo
S448,Traum de outr nervos ao nivel ombro e braco
O281,Achados bioquim anorm rastr antenatal mae
C023,Dois tercos anteriores da lingua parte NE
J438,Outr form de enfisema
I230,Hemoperic c/compl subs infart agud miocard
K440,Hernia diafragmatica c/obstrucao s/gangrena
Q79,Malformacoes congen sist osteomuscular NCOP
J81,Edema pulmonar NE de outr form
X785,Areas de comercio e de servicos
X348,Outr locais espec
K294,Gastrite atrofica cronica
Y75,Disp utiliz neurolog assoc incid adversos
S241,Outr traum medula espinhal toracica e os NE
X842,Escolas outr instit areas admin publica
W303,Area p/a pratica de esportes e atletismo
Q868,Outr sindr c/malf cong dev causas exog conh
D563,Estigma talassemico
H331,Retinosquise e cistos da retina
F134,Sindr de abstinencia c/delirium
S662,Traum musc extens tend polegar niv punho mao
C401,Ossos curtos dos membros super
V290,Condutor colis outr veic NE mot acid n-trans
